id,merchant_name,transaction_date,transaction_currency_code,acquirer_reference_number,transaction_type,primary_account_number,settlement_date,cardholder_name,cardholder_age,cardholder_country,transaction_amount,merchant_category_code,card_acceptor_id,year_month,signed_amount,transaction_sign,tier,tier_coeff
3952,Campbell LLC,2024-07-06,840,0273049978055014,refund,2235020802144270,2024-07-08,Crystal Hernandez,28,840,66.95,2835,iCdAaCEPUP,2024-07,-66.95,credit,Gold,0.5
3953,Mayo Ltd,2023-12-16,840,1167051210753535,refund,5349764236917035,2023-12-16,Bonnie Thompson,35,Denmark,868.42,7921,RgDdcxksuN,2023-12,-868.42,credit,Silver,
3954,Howell Inc,2024-03-11,840,3653755849128264,purchase,2577252287280800,2024-03-13,Angela Meyers,50,978,3.26,2717,kcKRIsbkCX,2024-03,-3.26,credit,Gold,0.5
3955,"Lam, Nelson and Gay",2023-06-06,840,8596189465854739,purchase,2276512694486959,2023-06-06,Wendy Sanders,59,124,6.65,5211,WYMWNFhEHA,2023-06,-6.65,credit,Gold,0.5
3956,Andrews-Smith,2024-01-17,840,1612792426281150,payroll,2226615636886466,2024-01-19,Gina Smith,54,Senegal,8235.6,6285,oyWOQUFtMk,2024-01,8235.6,debit,Titanium,1.0
3957,"Lara, Rice and Benjamin",2024-07-17,840,3217114675301570,refund,2376586179327101,2024-07-19,Fernando Lynn,21,978,66.85,7113,TAowXsmhop,2024-07,-66.85,credit,Titanium,1.0
3958,Neal Ltd,2023-08-10,840,1430276799182440,purchase,2598552414060297,2023-08-12,Cindy Walker,67,840,496.0,7064,utEHYnZKVP,2023-08,-496.0,credit,Titanium,1.0
3959,Ramirez PLC,2024-07-24,840,2420095410842979,refund,2413900532931837,2024-07-26,Robin Hall,29,504,5.84,7910,pcUnoELMhz,2024-07,-5.84,credit,Titanium,1.0
3960,"Rogers, Smith and Jensen",2023-07-05,840,2633313256212741,payroll,5210016761847236,2023-07-06,Lorraine Turner,59,504,8200.8,8105,qsaMnWbSWu,2023-07,8200.8,debit,Titanium,1.0
3961,Montoya PLC,2023-12-15,840,5516297729161693,purchase,2576140692600541,2023-12-16,Jason Bailey,64,Liechtenstein,9.81,5174,qtsepWHIiu,2023-12,-9.81,credit,Platinum,0.75
3962,"Williams, Rosales and Clark",2024-06-12,840,7464878207952075,purchase,2702355263733805,2024-06-13,Janet Garcia DDS,35,Netherlands Antilles,84.3,1006,ngauMOVXwb,2024-06,-84.3,credit,Platinum,0.75
3963,Martinez-Smith,2024-05-03,840,4837153037631748,purchase,2703391878519106,2024-05-05,Stephanie Harris,40,124,82.97,4868,DhQBMdEYpo,2024-05,-82.97,credit,Titanium,1.0
3964,Marsh Inc,2024-07-16,840,4312182725967347,payroll,2270461735743844,2024-07-17,James Johnson,46,840,2295.72,9615,fibPqITxaF,2024-07,2295.72,debit,Platinum,0.75
3965,Peters-Beard,2024-10-25,840,7841647560915754,refund,2323924075818143,2024-10-27,Christopher Cole,56,978,449.68,9894,DNmNHPoQyq,2024-10,-449.68,credit,Platinum,0.75
3966,"Mann, White and Brooks",2024-07-13,840,1428234282097886,purchase,2299061096033822,2024-07-15,Pamela Vega,41,Cote d'Ivoire,397.74,7557,iDScvNiWOu,2024-07,-397.74,credit,Gold,0.5
3967,Martinez-Nash,2024-06-05,840,3422132868797325,purchase,5118872069657765,2024-06-07,Dr. Stephen Payne,27,Slovenia,2.87,8483,MFiaczTBni,2024-06,-2.87,credit,Silver,
3968,Simmons-Elliott,2024-09-01,840,0993947585989344,purchase,2329127990881170,2024-09-03,Stephanie Ryan,45,978,647.67,6574,GXLWXpzDOb,2024-09,-647.67,credit,Titanium,1.0
3969,"Jones, Haynes and Burgess",2024-04-10,840,1940945177901715,purchase,2222971997581723,2024-04-12,Jared George,55,840,547.95,5003,HeZUtPdqnJ,2024-04,-547.95,credit,Gold,0.5
3970,Davis and Sons,2024-07-04,840,9505362360768263,purchase,2712216995866933,2024-07-06,Victor Waller,19,504,101.36,1500,WxSInxQmtS,2024-07,-101.36,credit,Titanium,1.0
3971,Delgado-Peters,2024-07-04,840,8596465215724895,payroll,2715014556168147,2024-07-04,Bryan Villarreal,24,978,8326.9,9917,obiLNSQDTp,2024-07,8326.9,debit,Titanium,1.0
3972,Garcia PLC,2024-03-08,840,6439899793070046,purchase,2318537474112491,2024-03-09,Russell Murphy,32,978,253.03,3257,RKGhSyMwSQ,2024-03,-253.03,credit,Titanium,1.0
3973,Newman LLC,2024-12-16,840,2261247130520640,purchase,2591769367632016,2024-12-18,Colleen Brock,52,124,1232.02,2469,mWRBdqWTlu,2024-12,-1232.02,credit,Titanium,1.0
3974,Ramirez LLC,2024-11-16,840,7066935489102114,payroll,2719040193958984,2024-11-18,Patrick Luna,54,Dominica,1881.03,5743,tPluLwOekj,2024-11,1881.03,debit,Silver,
3975,Blake-Cook,2024-07-16,840,5816738339970498,purchase,2590807595794728,2024-07-16,Dr. Diana Walker,24,504,74.67,9382,gdBjIyJYwi,2024-07,-74.67,credit,Platinum,0.75
3976,"Williams, Warner and Walker",2023-07-26,840,7703619328875257,purchase,5239652239559057,2023-07-26,Kristy Hart,29,504,862.19,9013,lUOwDbPWts,2023-07,-862.19,credit,Platinum,0.75
3977,Norton PLC,2025-01-20,840,2643797975254217,top up,5284887256394277,2025-01-21,Ann Cox,53,840,903.8,2243,YblvNuGHJx,2025-01,903.8,debit,Gold,0.5
3978,Santana-Clark,2025-03-24,840,8495982634945905,purchase,2399611253554496,2025-03-24,Denise Wallace,53,124,789.64,3974,kOzaIwwciQ,2025-03,-789.64,credit,Gold,0.5
3979,Hodges LLC,2024-03-11,840,9904951141010898,purchase,2276972521752504,2024-03-12,Donald Juarez,24,504,841.76,9914,WRWpXunYKx,2024-03,-841.76,credit,Platinum,0.75
3980,Wells Group,2024-08-18,840,9059471373926669,payroll,2720569172070368,2024-08-18,Lisa Underwood,70,Macao,8464.0,3015,PlEEmDsTIY,2024-08,8464.0,debit,Titanium,1.0
3981,Martinez LLC,2025-04-07,840,8370394731254970,purchase,2708081770388602,2025-04-09,Kelli Mccoy,29,504,544.48,4878,LbwjKgIssd,2025-04,-544.48,credit,Titanium,1.0
3982,Brown and Sons,2024-07-26,840,6740028674160731,purchase,2248677496499099,2024-07-27,Annette Farmer,42,504,88.4,5587,GjuDmhnblk,2024-07,-88.4,credit,Titanium,1.0
3983,Huber Group,2025-03-13,840,4788255661282408,top up,5464840858877043,2025-03-14,Cheryl Palmer,27,504,1312.07,3540,YxOomRRqXY,2025-03,1312.07,debit,Titanium,1.0
3984,Butler Ltd,2023-05-11,840,7406470887044916,purchase,5116451046368150,2023-05-12,Mr. Brandon Gonzalez,55,978,147.66,7850,TAcNUomFeN,2023-05,-147.66,credit,Platinum,0.75
3985,Gomez-Mccall,2024-06-30,840,0275879432050009,purchase,2285611002255798,2024-07-02,Nicholas Watson,18,124,257.84,1021,UszuqIgKZX,2024-06,-257.84,credit,Gold,0.5
3986,Thompson and Sons,2024-10-10,840,6596075454223360,purchase,2703391878519106,2024-10-12,Stephanie Harris,40,124,436.66,0615,kRubfMZfCE,2024-10,-436.66,credit,Titanium,1.0
3987,"Joseph, Elliott and Smith",2024-08-20,840,3472969321529959,purchase,2713852580010617,2024-08-22,Melissa Bell,61,124,66.96,4700,zliuceCFvN,2024-08,-66.96,credit,Gold,0.5
3988,"Smith, Hamilton and Acosta",2024-12-15,840,8854818826490941,purchase,5374890923936042,2024-12-16,Kari Marshall,23,Saint Kitts and Nevis,186.58,7965,iEnKYYJpeU,2024-12,-186.58,credit,Platinum,0.75
3989,Dennis LLC,2023-07-24,840,2463303458409430,payroll,2702710910430066,2023-07-25,Lori Mason,48,124,6101.0,9822,zzkkMYRxjh,2023-07,6101.0,debit,Titanium,1.0
3990,"Carter, Scott and Cooper",2023-09-09,840,6647054719961306,payroll,5206231203875093,2023-09-09,Taylor Durham,32,978,1695.45,9665,nFapqbIQsM,2023-09,1695.45,debit,Platinum,0.75
3991,"Morris, Martinez and Reeves",2024-05-13,840,7130802878527244,top up,2285611002255798,2024-05-15,Nicholas Watson,18,124,1847.77,2743,KpMThKgRVy,2024-05,1847.77,debit,Gold,0.5
3992,Brown-Moore,2024-09-14,840,5171711882213172,payroll,2284594806209529,2024-09-15,Kathleen Cook,44,Wallis and Futuna,6374.4,0933,OQToYbjdZA,2024-09,6374.4,debit,Titanium,1.0
3993,"Lopez, Thomas and Morris",2024-12-29,840,2800019594087495,purchase,2260943533448579,2024-12-29,Denise Moore,58,840,221.11,8452,JhnqKDGuCu,2024-12,-221.11,credit,Platinum,0.75
3994,Larsen and Sons,2025-03-13,840,7057736414022695,purchase,2404303054868746,2025-03-14,Matthew Mitchell,42,840,57.88,2661,cnJjhhHAla,2025-03,-57.88,credit,Titanium,1.0
3995,Bauer-Williams,2024-12-24,840,9484618028823988,payroll,2710581477005413,2024-12-26,Vanessa Davis,63,840,7363.5,8898,sjfRGBCqDT,2024-12,7363.5,debit,Titanium,1.0
3996,Patton Ltd,2023-12-27,840,2118318517530972,purchase,2626137506068535,2023-12-28,Brad Walker,44,978,283.84,6497,WFbEbnsvyl,2023-12,-283.84,credit,Titanium,1.0
3997,Alvarado Ltd,2024-01-02,840,8182041292506983,refund,5355527421691959,2024-01-03,Heather Bradley,61,Tunisia,473.02,0454,KdButUFHVj,2024-01,-473.02,credit,Silver,
3998,Turner Ltd,2024-08-25,840,5686314687041151,purchase,2227773454019386,2024-08-27,Sarah Johnson,25,504,5.81,9886,ZBzeQgHCda,2024-08,-5.81,credit,Platinum,0.75
3999,Salazar-Gill,2024-04-15,840,5392181124648807,purchase,2277043315410060,2024-04-17,Jason Jackson,35,124,768.44,9006,fJcjcmhxxB,2024-04,-768.44,credit,Platinum,0.75
4000,Rice-Woodard,2024-01-04,840,7077309839222821,purchase,2475216359244450,2024-01-06,Alyssa Hamilton,52,Gibraltar,317.42,9155,NpNILDFxRQ,2024-01,-317.42,credit,Platinum,0.75
4001,Anderson-Pennington,2023-08-10,840,5234841719322571,purchase,2289310341316470,2023-08-10,Holly Wood,48,124,36.5,8074,jkhkaXmXEV,2023-08,-36.5,credit,Titanium,1.0
4002,Smith-Rodriguez,2023-10-23,840,0641977320360714,withdrawal,2454558845061591,2023-10-23,Kenneth Banks,55,978,291.46,5232,piWNgWsiOc,2023-10,-291.46,credit,Platinum,0.75
4003,Freeman and Sons,2023-12-02,840,3784457676314131,purchase,5464840858877043,2023-12-03,Cheryl Palmer,27,504,44.43,9538,smaEeSGtAB,2023-12,-44.43,credit,Titanium,1.0
4004,"Johnson, Baldwin and Rodriguez",2023-05-20,840,2239478000506715,purchase,5327799799552718,2023-05-22,Mark Hogan,19,978,455.86,4903,nogpKmyVcZ,2023-05,-455.86,credit,Titanium,1.0
4005,Young-Johnson,2023-08-22,840,8568801099973482,purchase,2287207311567623,2023-08-22,Kathryn Simmons,60,Martinique,856.3,1618,dmcYQnHCZL,2023-08,-856.3,credit,Gold,0.5
4006,Moore-Clark,2024-12-22,840,5732663056259722,withdrawal,2452431069033112,2024-12-23,Jill Powers,20,840,1005.88,4054,WFwxevWQzN,2024-12,-1005.88,credit,Titanium,1.0
4007,Miller Ltd,2024-11-02,840,4428845831604960,purchase,2632299181280918,2024-11-02,Kristy Miller,31,Latvia,750.93,8277,PYhDLvzFHv,2024-11,-750.93,credit,Gold,0.5
4008,"Kim, Sanders and Martinez",2024-09-14,840,7726292875045328,payroll,2494738347359774,2024-09-14,Paula Shaw,27,840,1684.0,5561,xQFQCiZovQ,2024-09,1684.0,debit,Platinum,0.75
4009,Stafford-Rogers,2025-03-31,840,8025769985893972,withdrawal,2243410166687008,2025-04-02,Angela Bruce,38,504,341.39,9824,IenjIYhGaY,2025-03,-341.39,credit,Titanium,1.0
4010,Gilbert LLC,2023-07-23,840,6417288551895539,refund,5492927524372800,2023-07-23,Bradley Thomas,34,504,172.34,5844,uCmukyqcZC,2023-07,-172.34,credit,Titanium,1.0
4011,Jones and Sons,2023-12-14,840,5238521461110559,payroll,5449131046527405,2023-12-14,Deborah Reynolds,35,Gibraltar,671.0,9038,lBugjWLqCl,2023-12,671.0,debit,Gold,0.5
4012,"Anderson, Townsend and Lee",2024-07-29,840,2234132426289893,payroll,2339382761539667,2024-07-31,Gloria Benson,23,124,7032.0,8509,oHkCToJAQI,2024-07,7032.0,debit,Titanium,1.0
4013,Cortez-Fritz,2023-09-09,840,6545603566197399,purchase,5578755886753391,2023-09-11,Scott Jenkins,68,840,66.78,1584,XjwSffIWES,2023-09,-66.78,credit,Titanium,1.0
4014,Moore Inc,2023-12-26,840,6570779491200325,top up,2269329668516128,2023-12-26,Mrs. Taylor Smith,45,840,1609.93,8583,fSWnkNEwFb,2023-12,1609.93,debit,Titanium,1.0
4015,Meyer-Sosa,2024-09-29,840,7021698709126671,purchase,2234097181485434,2024-09-30,Brianna Hampton,59,Zimbabwe,779.62,1873,hEUJXuiLEB,2024-09,-779.62,credit,Gold,0.5
4016,Collier-Hernandez,2025-01-31,840,3379713027151332,payroll,2262846851926175,2025-02-02,Mary Bell,48,Mauritius,3650.6,4290,PdoNhzhciG,2025-01,3650.6,debit,Silver,
4017,Mccullough Inc,2023-07-13,840,3637627420860021,payroll,2269808412411827,2023-07-13,Larry Robbins,55,840,8687.5,7040,sTFIPQZEoE,2023-07,8687.5,debit,Titanium,1.0
4018,"Williams, Taylor and Swanson",2023-12-29,840,1644796882489323,top up,2703673657661567,2023-12-31,David Mckay,57,978,1375.06,7020,FpKEXdOfAR,2023-12,1375.06,debit,Gold,0.5
4019,Henderson PLC,2023-11-03,840,8487415203147548,purchase,2598552414060297,2023-11-05,Cindy Walker,67,840,725.35,5810,CEhLzQFBFV,2023-11,-725.35,credit,Titanium,1.0
4020,Brown-Nelson,2023-12-19,840,7473836694718344,payroll,2251660648588849,2023-12-20,Rebecca Baker,51,Burkina Faso,1214.53,9886,swoGBJVsug,2023-12,1214.53,debit,Silver,
4021,Rivera-Thompson,2023-09-21,840,4725536555605923,purchase,2466072832684247,2023-09-22,Suzanne Norton,39,124,25.85,6673,gvxlurfSDI,2023-09,-25.85,credit,Gold,0.5
4022,Davis and Sons,2023-10-23,840,5169130683129285,purchase,2701845184894760,2023-10-25,Patricia Todd,38,504,46.78,6818,AHxbzntuHR,2023-10,-46.78,credit,Titanium,1.0
4023,Francis-Lawrence,2024-01-30,840,5907067151525862,withdrawal,2227773454019386,2024-01-30,Sarah Johnson,25,504,285.35,7104,xPyGVJlBSp,2024-01,-285.35,credit,Platinum,0.75
4024,Montoya and Sons,2024-01-01,840,8781329911118279,purchase,2689163756289005,2024-01-01,Brooke Allison,35,504,68.53,3592,HHOEabviwf,2024-01,-68.53,credit,Gold,0.5
4025,Foster Group,2025-01-18,840,8273459986598989,withdrawal,2279180339740144,2025-01-18,Kristy Johnson,66,124,922.73,2586,hGlgeOqaTJ,2025-01,-922.73,credit,Titanium,1.0
4026,"Lee, Barrera and White",2024-04-28,840,8245503163073359,payroll,2258742615471218,2024-04-28,Jaime Martinez,29,Holy See (Vatican City State),2024.4,0061,hPRNYoBJNw,2024-04,2024.4,debit,Platinum,0.75
4027,Austin Ltd,2025-05-05,840,5122537698482824,purchase,2221533645257774,2025-05-06,Eric Arnold,33,978,961.13,7480,kTmoOwkpuH,2025-05,-961.13,credit,Titanium,1.0
4028,Stewart LLC,2024-06-19,840,0710156339180757,purchase,2255963838460746,2024-06-20,Andrea Adkins,21,New Zealand,209.58,6139,BWSdYQtEPu,2024-06,-209.58,credit,Platinum,0.75
4029,Frost-Payne,2023-07-21,840,2293307423289310,payroll,5404242584658990,2023-07-22,David Lloyd,59,Lesotho,9125.0,5384,LNYrbHVrVC,2023-07,9125.0,debit,Titanium,1.0
4030,Harrison Group,2024-05-05,840,6944063721366159,purchase,2703667428604765,2024-05-07,Tonya Vega,55,978,629.11,2809,iFDVetabRs,2024-05,-629.11,credit,Platinum,0.75
4031,Leblanc-Williams,2025-01-16,840,4963825697169917,purchase,2329127990881170,2025-01-16,Stephanie Ryan,45,978,779.36,7981,EpBhGHvCVv,2025-01,-779.36,credit,Titanium,1.0
4032,"Hoffman, Banks and Anderson",2023-11-22,840,3308151130010589,payroll,5545216420118088,2023-11-23,Michael Pena,41,Greece,8365.0,1215,KtYBpmpJgW,2023-11,8365.0,debit,Titanium,1.0
4033,"Kennedy, Hudson and Nichols",2025-04-23,840,4434249415613546,purchase,2433549465190980,2025-04-23,Cameron Phillips,58,978,36.68,2769,cgDDbyNPdS,2025-04,-36.68,credit,Platinum,0.75
4034,Pineda-Velez,2025-01-20,840,3875656191129490,refund,5168650863765995,2025-01-20,Cesar Woods,61,978,2.13,7019,OpyoMXVNHZ,2025-01,-2.13,credit,Titanium,1.0
4035,"Russell, Morgan and Brown",2025-01-12,840,7241975028873381,purchase,2234874016400527,2025-01-12,Deborah Figueroa,44,840,536.11,4364,BlKyTSKdwt,2025-01,-536.11,credit,Gold,0.5
4036,White-Chapman,2024-11-18,840,6275777783218673,withdrawal,5433959629233092,2024-11-19,Douglas Ryan,68,124,591.8,9267,hluIYrasZF,2024-11,-591.8,credit,Titanium,1.0
4037,Romero Ltd,2024-03-28,840,5683720045165591,purchase,2650821486289026,2024-03-28,Ross Hood,19,504,125.64,3073,vrAdaVFLDT,2024-03,-125.64,credit,Titanium,1.0
4038,Walters Group,2023-11-24,840,7335021421721998,top up,2264789856257535,2023-11-26,Terry Burnett,58,124,329.84,6856,rqWMSjuYvK,2023-11,329.84,debit,Titanium,1.0
4039,Price-Harris,2024-04-02,840,2242823442907122,payroll,2243488695468009,2024-04-02,Trevor Ortega,51,Kenya,6184.0,7595,KAiRQOEqin,2024-04,6184.0,debit,Titanium,1.0
4040,Kelly-Case,2024-02-25,840,3007232484444051,purchase,2244128343703758,2024-02-25,Sean Pacheco,33,Malaysia,531.26,1691,mNqyJYMopi,2024-02,-531.26,credit,Silver,
4041,Sanders-Velasquez,2024-05-21,840,0554800572529449,purchase,2598552414060297,2024-05-22,Cindy Walker,67,840,81.35,6398,rHgYhDjXXj,2024-05,-81.35,credit,Titanium,1.0
4042,Thompson LLC,2024-01-28,840,3321532823320186,purchase,5437213865890264,2024-01-30,Abigail Davis,63,978,914.0,7481,wYnltBOdOy,2024-01,-914.0,credit,Titanium,1.0
4043,Jacobs Inc,2025-03-05,840,6456098078721138,top up,2264209494079290,2025-03-06,William Lamb,32,124,450.15,8085,wrlcXzaNOM,2025-03,450.15,debit,Titanium,1.0
4044,"Anderson, Bryant and Jones",2023-10-17,840,0227493003829553,purchase,2249600789493503,2023-10-17,Stephen Chavez,49,Wallis and Futuna,167.98,3486,vCLATJhapl,2023-10,-167.98,credit,Platinum,0.75
4045,Martin Inc,2023-06-27,840,7370388577260333,purchase,2712299590010941,2023-06-27,Pamela Butler,25,124,95.84,1732,JfuNSOuWSt,2023-06,-95.84,credit,Platinum,0.75
4046,"Brooks, Mcdonald and Mcintosh",2023-08-09,840,5999906702317508,purchase,2231246740094046,2023-08-10,Joshua Parrish,67,Bangladesh,579.57,3606,SoqcxZfmcc,2023-08,-579.57,credit,Silver,
4047,Lopez-Cunningham,2024-02-06,840,2162296522119864,purchase,2593564651939823,2024-02-06,Krista Benton,60,978,712.91,3279,hGkoohAFhA,2024-02,-712.91,credit,Gold,0.5
4048,"Koch, Perry and Valentine",2023-08-25,840,3418129168606253,purchase,5484992618914115,2023-08-25,Mr. Richard Decker DVM,70,978,214.28,8175,tJfssiPTpo,2023-08,-214.28,credit,Gold,0.5
4049,Miller-Bell,2023-08-21,840,8184878677711090,payroll,2282156023247468,2023-08-21,Kelsey Meza,68,Montenegro,1536.58,1370,nSwTZVLCMD,2023-08,1536.58,debit,Platinum,0.75
4050,"Lucero, Kerr and Hansen",2025-03-14,840,0762573169562859,purchase,5197499309728968,2025-03-14,Michael Johnson,34,978,291.74,8417,GAENPYoNXn,2025-03,-291.74,credit,Platinum,0.75
4051,"Robinson, Turner and Curry",2024-04-13,840,5820910036675808,purchase,2535454948083133,2024-04-14,Katherine Chang,33,504,172.18,9957,lbidnukhdt,2024-04,-172.18,credit,Titanium,1.0
4052,Wilson LLC,2024-07-03,840,7799793158936574,purchase,2286420873753009,2024-07-03,Susan Conley,22,840,385.6,6813,IYLUopenHB,2024-07,-385.6,credit,Titanium,1.0
4053,"Crane, Huerta and Andrews",2023-10-12,840,8587325744338723,withdrawal,2273714785969694,2023-10-14,Harold Ellis,26,504,81.44,3524,MmFVZhcrgD,2023-10,-81.44,credit,Titanium,1.0
4054,Shaffer PLC,2024-03-15,840,9399119686211375,payroll,2279401399049022,2024-03-16,Matthew Moon,45,840,2369.0,9487,qEGhhlJkzL,2024-03,2369.0,debit,Titanium,1.0
4055,"Hale, Molina and Sandoval",2023-11-03,840,2067972384281826,purchase,2286856624628737,2023-11-05,Elizabeth Zimmerman,45,978,149.11,2118,JbBNcrpGLf,2023-11,-149.11,credit,Platinum,0.75
4056,Deleon-Dennis,2025-04-12,840,9001038012192446,purchase,5448219912062440,2025-04-13,Ethan Smith,55,Paraguay,622.66,1509,NxFVvyHfeP,2025-04,-622.66,credit,Platinum,0.75
4057,Walker-Morgan,2023-11-04,840,9739959927403392,purchase,5385188888067060,2023-11-04,Mrs. Alexis Kramer,56,124,677.18,2931,qLoMiVHPjX,2023-11,-677.18,credit,Platinum,0.75
4058,Richardson PLC,2023-09-09,840,9068400515639351,purchase,5368733950047978,2023-09-09,Adam Rodriguez,59,504,914.05,6347,kXBkUrCgMW,2023-09,-914.05,credit,Titanium,1.0
4059,Smith Ltd,2024-06-21,840,9201330342289951,withdrawal,2249165277308720,2024-06-23,Sherry Hall,18,France,543.88,2540,BTrVOQyQDB,2024-06,-543.88,credit,Silver,
4060,Vasquez Group,2024-02-19,840,3256509484645569,purchase,2562126796927860,2024-02-19,Joanna Kelly,66,124,699.48,7532,KhinOyuVvB,2024-02,-699.48,credit,Platinum,0.75
4061,Rodriguez-Willis,2023-12-24,840,6545315743479756,withdrawal,2289310341316470,2023-12-24,Holly Wood,48,124,250.11,0015,NanJlqapdL,2023-12,-250.11,credit,Titanium,1.0
4062,Yu PLC,2023-09-15,840,3329996043206112,top up,5430756263689701,2023-09-15,Kelly Hoffman,38,840,1223.61,3436,rtxyBmbLYP,2023-09,1223.61,debit,Gold,0.5
4063,Simmons-Edwards,2023-06-14,840,4379650843372417,purchase,2288994417154542,2023-06-16,Michael Stafford,52,504,67.39,0494,bzAttAxevD,2023-06,-67.39,credit,Titanium,1.0
4064,Alvarado-Hernandez,2023-07-23,840,8276981716420743,purchase,2706801128059825,2023-07-25,Andrew Diaz,64,124,58.44,3002,HGmYrKQiIr,2023-07,-58.44,credit,Gold,0.5
4065,Smith Inc,2023-06-03,840,7784251081658878,refund,2265507429828031,2023-06-03,Tracy Sutton,38,Ethiopia,201.4,5689,EEMdoUBqMy,2023-06,-201.4,credit,Platinum,0.75
4066,Taylor-Caldwell,2024-01-02,840,7477531627970669,top up,2369096705466885,2024-01-04,Stephanie Freeman,33,978,288.12,1696,RHMYkSGBKF,2024-01,288.12,debit,Titanium,1.0
4067,Choi-Carpenter,2024-08-06,840,1540328926247536,purchase,2260943533448579,2024-08-07,Denise Moore,58,840,379.62,4859,BmxEiiZQmU,2024-08,-379.62,credit,Platinum,0.75
4068,Parker-Ward,2024-02-21,840,2894614554511755,payroll,5352605794815752,2024-02-23,Whitney Johnson,69,San Marino,1215.75,2457,pERKSIrGcT,2024-02,1215.75,debit,Gold,0.5
4069,Lang Ltd,2023-06-24,840,9821570956462956,purchase,5237613791805520,2023-06-26,Ryan Fisher,61,124,624.94,3287,PWdCHXKyTe,2023-06,-624.94,credit,Titanium,1.0
4070,"Ramsey, Hodges and Robles",2024-05-16,840,5443644937479088,purchase,2656543102786813,2024-05-16,David Griffin,69,840,66.54,2509,TgYxUxCokl,2024-05,-66.54,credit,Titanium,1.0
4071,"Andrews, Welch and Taylor",2025-04-12,840,8491697157628948,withdrawal,5523260175426987,2025-04-13,Tina Jackson,65,United States Minor Outlying Islands,1163.06,2348,mPNPWcUAfT,2025-04,-1163.06,credit,Platinum,0.75
4072,Carrillo-Sullivan,2024-06-15,840,5186264778809367,payroll,2720047128144298,2024-06-15,Scott Smith,30,124,1246.6,7278,wEmbiTTnQV,2024-06,1246.6,debit,Platinum,0.75
4073,Grant-Castillo,2024-08-12,840,2002319390200145,payroll,2227717565512565,2024-08-13,Donna Landry,37,840,2273.0,7146,mHaDNVizOy,2024-08,2273.0,debit,Titanium,1.0
4074,Adkins Inc,2023-08-13,840,4440090372247242,payroll,5576637239504105,2023-08-14,James Turner,23,504,5476.0,1832,FqaZmhBLsO,2023-08,5476.0,debit,Platinum,0.75
4075,Franklin-Taylor,2023-11-29,840,9605808230067992,payroll,2543418815765155,2023-11-30,Brenda Hunt,32,Yemen,2143.34,9415,fEAWpGAfJP,2023-11,2143.34,debit,Silver,
4076,Dunn LLC,2024-08-26,840,9555642260817597,purchase,2230469901398375,2024-08-27,Terry Turner,29,840,237.75,0303,jwoxuvLMUx,2024-08,-237.75,credit,Titanium,1.0
4077,"Cole, Smith and Stephenson",2023-10-10,840,9080479490515848,refund,2277662702895177,2023-10-12,Thomas Smith,53,504,12.26,5600,OATWsiaMlj,2023-10,-12.26,credit,Titanium,1.0
4078,Walker and Sons,2024-09-12,840,2027258114168950,purchase,2289739670710608,2024-09-13,Natalie Miller,50,Djibouti,62.43,3235,TtomSFUqun,2024-09,-62.43,credit,Silver,
4079,Miles-Rogers,2025-02-04,840,3132851552974286,withdrawal,2292638380657874,2025-02-05,Keith Morris,44,504,18.0,0267,TtglfzoGkq,2025-02,-18.0,credit,Platinum,0.75
4080,"Odonnell, Gillespie and Jackson",2024-01-10,840,2336828780897079,purchase,5158300335421684,2024-01-10,Carol Colon,37,840,5.56,3972,rSIqnKBUVS,2024-01,-5.56,credit,Gold,0.5
4081,Harper PLC,2024-11-19,840,2917750863927769,purchase,2259368998094028,2024-11-19,Phillip Dorsey,49,124,185.48,6079,mLfawgwObV,2024-11,-185.48,credit,Gold,0.5
4082,Burton Inc,2024-05-02,840,3112409860436689,purchase,2351181022031735,2024-05-04,Kenneth Huff,67,504,1211.46,8165,mSvKTQIxUQ,2024-05,-1211.46,credit,Titanium,1.0
4083,Schneider-Harris,2023-06-28,840,1185356423164219,purchase,2717177517016602,2023-06-28,April Davis,54,504,471.82,2092,JoPxprjPrO,2023-06,-471.82,credit,Titanium,1.0
4084,Bauer-Perkins,2024-10-03,840,0875986078638124,purchase,2720501528006481,2024-10-04,Barbara Garrett,33,Kiribati,340.04,2469,PzSrMkHLBm,2024-10,-340.04,credit,Gold,0.5
4085,"Williamson, Hart and Jenkins",2024-12-27,840,6824837516061403,purchase,2521811437447010,2024-12-29,Shelly Phelps,64,504,633.47,0126,yKUNmdcutC,2024-12,-633.47,credit,Gold,0.5
4086,Foster-Krause,2023-09-10,840,7300974652483483,purchase,2294249442828186,2023-09-12,Brittney Cox,38,Swaziland,446.86,9178,lCkMDlhpBN,2023-09,-446.86,credit,Silver,
4087,Brady and Sons,2024-10-08,840,0645334956924013,purchase,5186602296316506,2024-10-09,Christopher Poole,23,French Polynesia,1118.08,4176,aQRNFhmFEE,2024-10,-1118.08,credit,Silver,
4088,"Robinson, Gray and Johnson",2025-02-23,840,4684808522824874,payroll,5381298266570272,2025-02-24,Michelle Harris,41,840,3107.2,7042,rZqLxBbFeq,2025-02,3107.2,debit,Titanium,1.0
4089,Lopez-Hale,2024-06-26,840,6298259955114068,top up,2323924075818143,2024-06-26,Christopher Cole,56,978,1026.11,4301,YjiyMthupQ,2024-06,1026.11,debit,Platinum,0.75
